Names of products,Exceptions,Tropical,Product code,Nomenclature,Code,Description,unit,calculateAggregate?
MDF,,,6.4.2,HS02,441129,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.5g/cm3 but not >0.8g/cm3, mechanically wkd./su",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS96,441131,Name: Fibreboard 0.35- 0.5 g/cm2 not worked/surface covered Description: Fibreboard of a density exceeding 0.35 g/cm3 but not exceeding 0.5 g/cm3 :-- Not mechanically worked or surface covered,000 m3,
OTHER FIBERBOARD,,,6.4.3,HS02,441131,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.35g/cm3 but not >0.5g/cm3, not mechanically wk",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS96,441139,Name: Fibreboard 0.35- 0.5 g/cm2 worked/surface covered Description: Fibreboard of a density exceeding 0.35 g/cm3 but not exceeding 0.5 g/cm3 :-- Other,000 m3,
OTHER FIBERBOARD,,,6.4.3,HS02,441139,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs., of a density >0.35g/cm3 but not >0.5g/cm3, mechanically wkd./s",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS96,441191,Name: Fibreboard nes not worked or surface covered nes Description: Other :-- Not mechanically worked or surface covered,000 m3,
OTHER FIBERBOARD,,,6.4.3,HS02,441191,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs. (excl. of 4411.11-4411.39), not mechanically wkd./surface cover",000 m3,
HARDBOARD,,,6.4.1,HS07,441192,"Name: Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density > 0.8 g/cm³ Description: -- Of a density exceeding 0.8 g/cm³",000 m3,
HARDBOARD,,,6.4.1,HS12,441192,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Other : // -- Of a density exceeding 0.8 g/cm³
Description: -- Of a density exceeding 0.8",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS07,441193,"Name: Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density >0.5g/cm³ but not >0.8 g/cm³ Description: -- Of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS12,441193,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Other : // -- Of a density exceeding 0.5 g/cm³ but not exceeding 0.8 g/cm³
Description: -",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS07,441194,"Name: Fibreboard of wood/other ligneous materials, whether/not bonded with resins/other organic substances, of a density not >0.5g/cm³ Description: -- Of a density not exceeding 0.5 g/cm³",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS12,441194,"Name: Wood and articles of wood; wood charcoal // Fibreboard of wood or other ligneous materials, whether or not bonded with resins or other organic substances. // - Other : // -- Of a density not exceeding 0.5 g/cm³
Description: -- Of a density not excee",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS96,441199,"Name: Fibreboard nes, worked or surface covered Description: Other",000 m3,
OTHER FIBERBOARD,,,6.4.3,HS02,441199,"Name: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/o ... Description: Fibreboard of wood/oth. ligneous mats., whether or not bonded with resins/oth. organic subs. (excl. of 4411.11-4411.39), mechanically wkd./surface covered",000 m3,
PLYWOOD,,X,6.2.NC,HS92,441211,"Name: Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm
Description: Plywood 1 or 2 outer ply tropical hardwood (ply <6 mm",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS92,441212,"Name: Plywood, 1 or 2 outer ply non-conifer nes (ply <6 mm)
Description: Plywood, 1 or 2 outer ply non-conifer nes (ply <6 mm)",000 m3,
PLYWOOD,,X,6.2.NC,HS96,441213,"Name: Plywood, outer ply of tr Description: Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- With at least one outer ply of tropical wood specified in Subheading Note 1 to this Chapter",000 m3,
PLYWOOD,,X,6.2.NC,HS02,441213,"Name: Plywood consisting solely of sheets of wood, each ply not >6mm thkns., with ...Description: Plywood consisting solely of sheets of wood, each ply not >6mm thkns., with at least one outer ply of tropical wood spec. in SH Note 1 to Ch.44",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS96,441214,"Name: Plywood, outer ply of no Description: Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other, with at least one outer ply of non-coniferous wood",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS02,441214,"Name: Plywood consisting solely of sheets of wood, each ply not >6mm thkns., with ...Description: Plywood consisting solely of sheets of wood, each ply not >6mm thkns., with at least one outer ply of non-coniferous wood",000 m3,
PLYWOOD,,,6.2.C,HS96,441219,"Name: Plywood, all softwood, each ply < 6mm thick Description: Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other",000 m3,
PLYWOOD,,,6.2.C,HS02,441219,"Name: Plywood consisting solely of sheets of wood, each ply not >6mm thkns. (excl ...Description: Plywood consisting solely of sheets of wood, each ply not >6mm thkns. (excl. of 4412.13 & 4412.14)",000 m3,
PLYWOOD,,,6.2.C,HS92,441219,"Name: Plywood, all softwood, each ply < 6mm thick
Description: Plywood consisting solely of sheets of wood, each ply not exceeding 6 mm thickness :-- Other",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS92,441221,"Name: Panels, 1 outer ply non-conifer & 1 ply particle boar
Description: Panels, 1 outer ply non-conifer & 1 ply particle boar",000 m3,
PLYWOOD,,X,6.2.NC,HS96,441222,"Name: Panels, outer ply of tro Description: Other, with at least one outer ply of non-coniferous wood :-- With at least one ply of tropical wood specified in Subheading Note 1 to this Chapter",000 m3,
PLYWOOD,,X,6.2.NC,HS02,441222,"Name: Plywood, veneered panels & sim. laminated wood, with at least one outer ply ...Description: Plywood, veneered panels & sim. laminated wood, with at least one outer ply of non-coniferous wood & at least one ply of tropical wood spec. in SH Note 1 to ",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS96,441223,"Name: Panels, 1 layer of parti Description: Other, with at least one outer ply of non-coniferous wood :-- Other, containing at least one layer of particle board",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS02,441223,"Name: Plywood, veneered panels & sim. laminated wood, with at least one outer ply ...Description: Plywood, veneered panels & sim. laminated wood, with at least one outer ply of non-coniferous wood, cont. at least one layer of particle board",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS96,441229,"Name: Panels, 1 outer ply non-coniferous wood nes Description: Other, with at least one outer ply of non-coniferous wood :-- Other",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS02,441229,"Name: Plywood, veneered panels & sim. laminated wood, with at least one outer ply ...Description: Plywood, veneered panels & sim. laminated wood, with at least one outer ply of non-coniferous wood (excl. of 4412.13-4412.23)",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS92,441229,"Name: Panels, 1 outer ply non-coniferous wood nes
Description: Other, with at least one outer ply of non-coniferous wood :-- Other",000 m3,
PLYWOOD,,X,6.2.NC,HS07,441231,"Name: Plywood, consisting solely of sheets of wood (other than bamboo), each ply not> 6 mm thkns, with at least one outer ply of tropical wood specified in Subheading Note 1 to this Ch.",000 m3,
PLYWOOD,,X,6.2.NC,HS12,441231,"Name: Wood and articles of wood; wood charcoal // Plywood, veneered panels and similar laminated wood. // - Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : // -- With at least one outer ply o",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS07,441232,"Name: Plywood, consisting solely of sheets of wood (other than bamboo), each ply not> 6 mm thkns, with at least one outer ply of non-coniferous wood",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS12,441232,"Name: Wood and articles of wood; wood charcoal // Plywood, veneered panels and similar laminated wood. // - Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : // -- Other, with at least one oute",000 m3,
PLYWOOD,,,6.2.C,HS07,441239,"Name: Plywood, consisting solely of sheets of wood (other than bamboo,excl. of 4412.31 &4412.32), each ply not> 6 mm thkns",000 m3,
PLYWOOD,,,6.2.C,HS12,441239,"Name: Wood and articles of wood; wood charcoal // Plywood, veneered panels and similar laminated wood. // - Other plywood, consisting solely of sheets of wood (other than bamboo), each ply not exceeding 6 mm thickness : // -- Other
Description: -- Other",000 m3,
PLYWOOD,,,6.2.C,HS92,441291,"Name: Panels, 1 outer ply conifer wood,1 ply particle board
Description: Panels, 1 outer ply conifer wood,1 ply particle board",000 m3,
PLYWOOD,,X,6.2.NC,HS96,441292,"Name: Panels nes, 1 ply tropic Description: Other :-- With at least one ply of tropical wood specified in Subheading Note 1 to this Chapter",000 m3,
PLYWOOD,,X,6.2.NC,HS02,441292,"Name: Plywood, veneered panels & sim. laminated wood, with at least one ply of tr ...Description: Plywood, veneered panels & sim. laminated wood, with at least one ply of tropical wood spec. in SH Note 1 to Ch.44 (excl. of 4412.22)",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS96,441293,"Name: Panels nes, 1 layer part Description: Other, containing at least one layer of particle board",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS02,441293,"Name: Plywood, veneered panels & sim. laminated wood, cont. at least one layer of ...Description: Plywood, veneered panels & sim. laminated wood, cont. at least one layer of particle board",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS07,441294,"Name: Plywood, veneered panels&similar laminated wood, of blockboard, laminboard&battenboard",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS12,441294,"Name: Wood and articles of wood; wood charcoal // Plywood, veneered panels and similar laminated wood. // - Other : // -- Blockboard, laminboard and battenboard
Description: -- Blockboard, laminboard and battenboard",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS96,441299,"Name: Panels, laminated wood, nes Description: Other",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS02,441299,"Name: Plywood, veneered panels & sim. laminated wood, n.e.s. (excl. of 4412.13-44 ...Description: Plywood, veneered panels & sim. laminated wood, n.e.s. (excl. of 4412.13-4412.93)",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS07,441299,"Name: Plywood, veneered panels&similar laminated wood, n.e.s.(excl. of 4412.10-4412.94) Description: -- Other",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS12,441299,"Name: Wood and articles of wood; wood charcoal // Plywood, veneered panels and similar laminated wood. // - Other : // -- Other
Description: -- Other",000 m3,
PLYWOOD,"TROP from TROP, NC FROM NON TROP",,6.2.NC,HS92,441299,"Name: Panels, laminated wood, nes
Description: Other",000 m3,
WOOD PULP MECHANICAL,,,7.1,HS96,4701,"Name: Wood sawn, chipped lengthwise, sliced or peeled Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or finger-jointed, of a thickness exceeding 6 mm.",000 kg,
WOOD PULP MECHANICAL,,,7.1,HS02,4701,"Name: Wood sawn or chipped lengthwise, sliced or peeled Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm.",000 kg,
WOOD PULP MECHANICAL,,,7.1,HS07,4701,"Name: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm. Description: Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickn",000 kg,
WOOD PULP MECHANICAL,,,7.1,HS12,4701,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Mechanical wood pulp.
Description: Mechanical wood pulp.",000 kg,
DISSOLVING GRADES,,,7.4,HS96,4702,"Name: Chemical wood pulp, dissolving grades Description: Chemical wood pulp, dissolving grades.",000 kg,
DISSOLVING GRADES,,,7.4,HS02,4702,"Name: Chemical wood pulp, dissolving grades. Description: Chemical wood pulp, dissolving grades.",000 kg,
DISSOLVING GRADES,,,7.4,HS07,4702,"Name: Chemical wood pulp, dissolving grades. Description: Chemical wood pulp, dissolving grades.",000 kg,
DISSOLVING GRADES,,,7.4,HS12,4702,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, dissolving grades.
Description: Chemical wood pulp, dissolving grades.",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS96,470311,"Name: Chem wood pulp, soda or sulphate, conifer, unbleached Description: Unbleached :-- Coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS02,470311,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached ... Description: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached, coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS07,470311,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached, coniferous Description: -- Coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED PULP,,,7.3.1,HS12,470311,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, soda or sulphate, other than dissolving grades. // - Unbleached : // -- Coniferous
Description: -- Coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS96,470319,"Name: Chem wood pulp, soda/sulphate, non-conifer, unbleached Description: Unbleached :-- Non-coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS02,470319,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached ... Description: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached, non-coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED,,,7.3.1,HS07,470319,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, unbleached, non-coniferous Description: -- Non-coniferous",000 kg,
CHEMICAL SULPHATE UNBLEACHED PULP,,,7.3.1,HS12,470319,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, soda or sulphate, other than dissolving grades. // - Unbleached : // -- Non-coniferous
Description: -- Non-coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS96,470321,"Name: Chem wood pulp, soda or sulphate, conifer, bleached Description: Semi-bleached or bleached :-- Coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS02,470321,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleac ... Description: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleached/bleached, coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS07,470321,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleached/bleached, coniferous Description: -- Coniferous",000 kg,
CHEMICAL SULPHATE BLEACHED PULP,,,7.3.2,HS12,470321,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, soda or sulphate, other than dissolving grades. // - Semi-bleached or bleached : // -- Coniferous
Description: -- Coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS96,470329,"Name: Chem wood pulp, soda/sulphate, non-conifer, bleached Description: Semi-bleached or bleached :-- Non-coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS02,470329,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleac ... Description: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleached/bleached, non-coniferous",000 kg,
CHEMICAL SULPHATE bleached,,,7.3.2,HS07,470329,"Name: Chemical wood pulp, soda/sulphate, other than dissolving grades, semi-bleached/bleached, non-coniferous Description: -- Non-coniferous",000 kg,
CHEMICAL SULPHATE BLEACHED PULP,,,7.3.2,HS12,470329,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, soda or sulphate, other than dissolving grades. // - Semi-bleached or bleached : // -- Non-coniferous
Description: -- Non-co",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS96,470411,"Name: Chem wood pulp, sulphite, coniferous unbleached Description: Unbleached :-- Coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS02,470411,"Name: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, con ...Description: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS07,470411,"Name: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, coniferous Description: -- Coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED PULP,,,7.3.3,HS12,470411,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, sulphite, other than dissolving grades. // - Unbleached : // -- Coniferous
Description: -- Coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS96,470419,"Name: Chem wood pulp, sulphite, non-coniferous, unbleached Description: Unbleached :-- Non-coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS02,470419,"Name: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, non ...Description: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, non-coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED,,,7.3.3,HS07,470419,"Name: Chemical wood pulp, sulphite, other than dissolving grades, unbleached, non-coniferous Description: -- Non-coniferous",000 kg,
CHEMICAL SULPHITE UNBLEACHED PULP,,,7.3.3,HS12,470419,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, sulphite, other than dissolving grades. // - Unbleached : // -- Non-coniferous
Description: -- Non-coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS96,470421,"Name: Chem wood pulp, sulphite, coniferous bleached Description: Semi-bleached or bleached :-- Coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS02,470421,"Name: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/b ... Description: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/bleached, coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS07,470421,"Name: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/bleached, coniferous Description: -- Coniferous",000 kg,
CHEMICAL SULPHITE BLEACHED PULP,,,7.3.4,HS12,470421,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, sulphite, other than dissolving grades. // - Semi-bleached or bleached : // -- Coniferous
Description: -- Coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS96,470429,"Name: Chem wood pulp, sulphite, non-coniferous, bleached Description: Semi-bleached or bleached :-- Non-coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS02,470429,"Name: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/b ... Description: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/bleached, non-coniferous",000 kg,
7.3.4 CHEMICAL SULPHITE BLEACHED,,,7.3.4,HS07,470429,"Name: Chemical wood pulp, sulphite, other than dissolving grades, semi-bleached/bleached, non-coniferous Description: -- Non-coniferous",000 kg,
CHEMICAL SULPHITE BLEACHED PULP,,,7.3.4,HS12,470429,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Chemical wood pulp, sulphite, other than dissolving grades. // - Semi-bleached or bleached : // -- Non-coniferous
Description: -- Non-coniferous",000 kg,
SEMI CHEMICAL,,,7.2,HS96,4705,"Name: Wood wool, wood flour Description: Wood wool; wood flour",000 kg,
SEMI CHEMICAL,,,7.2,HS02,4705,"Name: Wood wool, wood flour Description: Wood wool; wood flour",000 kg,
SEMI CHEMICAL,,,7.2,HS07,4705,"Name: Wood wool, wood flour Description: Wood wool; wood flour",000 kg,
SEMI CHEMICAL WOOD PULP,,,7.2,HS12,4705,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Wood pulp obtained by a combination of mechanical and chemical pulping processes.
Description: Wood pulp obtained by a combination of mechanical",000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS96,470610,Name: Cotton linters pulp Description: Cotton linters pulp,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS02,470610,Name: Cotton linters pulpDescription: Cotton linters pulp,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS07,470610,Name: Cotton linters pulpDescription: - Cotton linters pulp,000 kg,
OTHER PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS12,470610,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // -Cotton linters pulp
De",000 kg,
RECOVERED PULP PAPER,,,8.2,HS96,470620,Name: Pulps of fibers derived Description: Pulps of fibres derived from recovered (waste and scrap) paper or paperboard,000 kg,
RECOVERED PULP PAPER,,,8.2,HS02,470620,Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard Description: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard,000 kg,
RECOVERED PULP PAPER,,,8.2,HS07,470620,Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard Description: - Pulps of fibres derived from recovered (waste and scrap) paper or paperboard,000 kg,
RECOVERED FIBRE PULP,,,8.2,HS12,470620,Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // -Pulps of fibres derive,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS07,470630,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of other cellulosic material, of bamboo Description: - Other, of bamboo",000 kg,
OTHER PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS12,470630,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // -Other, of bamboo
Descr",000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS96,470691,Name: Mechanical pulps of other fibrous material Description: Other :-- Mechanical,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS02,470691,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of ... Description: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic mat. (excl. of 4706.10 & 4706.20), mech.",000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS07,470691,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), mechanical Description: -- Mechanical",000 kg,
OTHER PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS12,470691,Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // - Other : // -- Mechani,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS96,470692,Name: Chemical pulps of other fibrous material Description: Other :-- Chemical,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS02,470692,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of ... Description: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic mat. (excl. of 4706.10 & 4706.20), chem.",000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS07,470692,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), chemical Description: -- Chemical",000 kg,
OTHER PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS12,470692,Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // - Other : // -- Chemica,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS96,470693,Name: Semi-chemical pulps of other fibrous material Description: Other :-- Semi-chemical,000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS02,470693,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of ... Description: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic mat. (excl. of 4706.10 & 4706.20), semi-chem.",000 kg,
PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS07,470693,"Name: Pulps of fibres derived from recovered (waste & scrap) paper/paperboard/of fibrous cellulosic material (excl. of 4706.10-4706.30), semi-chemical Description: -- Semi-chemical",000 kg,
OTHER PULP FROM FIBRES OTHER THAN WOOD,,,8.1,HS12,470693,Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Pulps of fibres derived from recovered (waste and scrap) paper or paperboard or of other fibrous cellulosic material. // - Other : // -- Obtaine,000 kg,
RECOVERED PAPER,,,9,HS96,4707,Name: Waste or scrap of paper or paperboard Description: Recovered (waste and scrap) paper or paperboard.,000 kg,
RECOVERED PAPER,,,9,HS02,4707,Name: Recovered (waste and scrap) paper or paperboard. Description: Recovered (waste and scrap) paper or paperboard.,000 kg,
RECOVERED PAPER,,,9,HS07,4707,Name: Recovered (waste and scrap) paper or paperboard. Description: Recovered (waste and scrap) paper or paperboard.,000 kg,
RECOVERED PAPER,,,9,HS12,4707,"Name: Pulp of wood or of other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard // Recovered (waste and scrap) paper or paperboard.
Description: Recovered (waste and scrap) paper or paperboard.",000 kg,
NEWSPRINT,,,10.1.1,HS96,4801,"Name: Newsprint Description: Newsprint, in rolls or sheets.",000 kg,
NEWSPRINT,,,10.1.1,HS02,4801,"Name: Newsprint, in rolls or sheets. Description: Newsprint, in rolls or sheets.",000 kg,
NEWSPRINT,,,10.1.1,HS07,4801,"Name: Newsprint, in rolls or sheets. Description: Newsprint, in rolls or sheets.",000 kg,
NEWSPRINT,,,10.1.1,HS12,4801,"Name: Paper and paperboard; articles of paper pulp, of paper or of paperboard // Newsprint, in rolls or sheets.
Description: Newsprint, in rolls or sheets.",000 kg,
UNCOATED WOODFREE,,,10.1.3,HS96,480210,"Name: Paper, hand-made, uncoated Description: Hand-made paper and paperboard",000 kg,
UNCOATED WOODFREE,,,10.1.3,HS02,480210,"Name: Hand-made paper & paperboard, uncoated, of a kind used for writing/printing ... Description: Hand-made paper & paperboard, uncoated, of a kind used for writing/printing/oth. graphic purps.",000 kg,
UNCOATED WOODFREE,,,10.1.3,HS07,480210,"Name: Hand-made paper & paperboard, uncoated, of a kind used for writing/printing/other graphic purposes Description: - Hand-made paper and paperboard",000 kg,
